Lot,Wafer,X,Y,temp,Site,Bin,Split,IDDS_Hard_VDD_All_VDD33,IDDS_Hard_VDDA_VDD33,IDDS_Hard_VDDP_VDD33,IDDS_Hard_VDDC_VDD33,IDDS_Hard_VDDI_VDD33,IDDS_Soft_VDD_All_VDD33,IDDS_Soft_VDDA_VDD33,IDDS_Soft_VDDP_VDD33,IDDS_Soft_VDDC_VDD33,IDDS_Soft_VDDI_VDD33,IDDD_VDD_All_VDD33,IDDD_VDDA_VDD33,IDDD_VDDP_VDD33,IDDD_VDDC_VDD33,IDDD_VDDI_VDD33,PCP_3p9,NCP_0p75,Analog_AMONITOR_BGR,Analog_AMONITOR_VRTOP,Analog_AMONITOR_REFT,Analog_AMONITOR_ASPCML,Analog_AMONITOR_REFB,Analog_AMONITOR_DAC_OUT0,Analog_AMONITOR_DAC_OUT1,Ana_Temp_Rd1,Ana_Temp_Rd2,Ana_Temp_Rd3,Ana_Temp24_Rd1,Ana_Temp24_Rd2,Ana_Temp24_Rd3,ADC_PGA_GAIN1_1_Max_Test,ADC_PGA_GAIN1_1_Min_Test,ADC_PGA_GAIN1_2_Max_Test,ADC_PGA_GAIN1_2_Min_Test,ADC_ASP_GAIN_Max_Test,ADC_ASP_GAIN_Min_Test,ADC_ADC1_Max_Test,ADC_ADC1_Min_Test,ADC_ADC2_Max_Test,ADC_ADC2_Min_Test,ADC_RNG_Max_Test,ADC_RNG_Min_Test,ADC_DACOFFSET1_Max_Test,ADC_DACOFFSET1_Min_Test,ADC_DACOFFSET2_Max_Test,ADC_DACOFFSET2_Min_Test,ADC_DACOFFSET3_Max_Test,ADC_DACOFFSET3_Min_Test,Black_Signal_G1_Test,Black_Signal_G2_Test,Black_Signal_R_Test,Black_Signal_B_Test,Black_GGRatio_Test,Black_CFPN_Test,Black_RFPN_Test,Black_Defect_High_Test,White_Sens_G1_Test,White_Sens_G2_Test,White_Sens_R_Test,White_Sens_B_Test,White_Signal_G_Test,White_Signal_G2_Test,White_Signal_R_Test,White_Signal_B_Test,White_Ratio_GG_Test,White_Ratio_RG_Test,White_Ratio_BG_Test,White_Defect_High_Test,White_Defect_Low_Test,White_AdjacentDefect_Flat,White_CFPN_Test,White_RFPN_Test,White_Blotch_Test,White_SNR_G1_Test,White_SNR_G2_Test,White_SNR_R_Test,White_SNR_B_Test,White_VAR1,White_VAR2,White_VAR3,White_VAR4,White_VAR5,White_VAR6,White_VAR7,White_VAR8,White_VAR9,White_CG1,White_CG2,White_CG3,White_CG4,White_CG5,White_CG6,White_CG7,White_CG8,White_CG9,White2_Sens_G1_Test,White2_Sens_G2_Test,White2_Sens_R_Test,White2_Sens_B_Test,White2_Signal_G_Test,White2_Signal_G2_Test,White2_Signal_R_Test,White2_Signal_B_Test,White2_Ratio_GG_Test,White2_Ratio_RG_Test,White2_Ratio_BG_Test,White2_Defect_High_Test,White2_Defect_Low_Test,White2_AdjacentDefect_Fla,White2_CFPN_Test,White2_RFPN_Test,White2_Blotch_Test,White2_SNR_G1_Test,White2_SNR_G2_Test,White2_SNR_R_Test,White2_SNR_B_Test,White3_Sens_G1_Test,White3_Sens_G2_Test,White3_Sens_R_Test,White3_Sens_B_Test,White3_Signal_G_Test,White3_Signal_G2_Test,White3_Signal_R_Test,White3_Signal_B_Test,White3_Ratio_GG_Test,White3_Ratio_RG_Test,White3_Ratio_BG_Test,White3_Defect_High_Test,White3_Defect_Low_Test,White3_AdjacentDefect_Fla,White3_CFPN_Test,White3_RFPN_Test,White3_Blotch_Test,White3_SNR_G1_Test,White3_SNR_G2_Test,White3_SNR_R_Test,White3_SNR_B_Test,Lag1_GreenMean_Test,Lag2_GreenMean_Test,Lag_Diff_G1_Test,Lag_Diff_G2_Test,Lag_Diff_Red_Test,Lag_Diff_Blue_Test,Lag3_GreenMean_Test,Lag4_GreenMean_Test,Lag4_Diff_G1_Test,Lag4_Diff_G2_Test,Lag4_Diff_Red_Test,Lag4_Diff_Blue_Test,Dark_Signal_G_Test,Dark_Signal_G2_Test,Dark_Signal_R_Test,Dark_Signal_B_Test,Dark_BP_1280Code_Test,Dark_2Adj_Flat_Test,Dark_Variation_G1_Test,Dark_Variation_G2_Test,Dark_Variation_R_Test,Dark_Variation_B_Test,Dark_Uniformity_Test,Dark_Defect_L0_200,Dark_Defect_L201_400,Dark_Defect_L401_600,Dark_Defect_L601_800,Dark_Defect_L801_1000,Dark_Defect_L1001_1200,Dark_Defect_L1201_1400,Dark_Defect_L1401_1600,Dark_Defect_L1601_2000,Dark_Defect_L2001_2400,Dark_Defect_L2401_2800,Dark_Defect_L2801_3200,Dark_Defect_L3201_3600,Dark_Defect_L3601_4000,Dark_Defect_L4001_4095,Dark2_Signal_G_Test,Dark2_Signal_G2_Test,Dark2_Signal_R_Test,Dark2_Signal_B_Test,Dark2_BP_1280Code_Test,Dark2_2Adj_Flat_Test,Dark2_Variation_G1_Test,Dark2_Variation_G2_Test,Dark2_Variation_R_Test,Dark2_Variation_B_Test,Dark2_Uniformity_Test,Dark3_Signal_G_Test,Dark3_Signal_G2_Test,Dark3_Signal_R_Test,Dark3_Signal_B_Test,Dark3_BP_1280Code_Test,Dark3_2Adj_Flat_Test,Dark3_Variation_G1_Test,Dark3_Variation_G2_Test,Dark3_Variation_R_Test,Dark3_Variation_B_Test,Dark3_Uniformity_Test,Dark4_Signal_G_Test,Dark4_Signal_G2_Test,Dark4_Signal_R_Test,Dark4_Signal_B_Test,Dark4_BP_1280Code_Test,Dark4_2Adj_Flat_Test,Dark4_Variation_G1_Test,Dark4_Variation_G2_Test,Dark4_Variation_R_Test,Dark4_Variation_B_Test,Dark4_Uniformity_Test,Sat_Signal_G_Test,Sat_Signal_G2_Test,Sat_Signal_R_Test,Sat_Signal_B_Test,Sat_Std_Test,Sat_Uniformity_Test,Sat_CFPN_Test,Sat_RFPN_Test,Sat2_Signal_G_Test,Sat2_Signal_G2_Test,Sat2_Signal_R_Test,Sat2_Signal_B_Test,Sat2_Std_Test,Sat2_Uniformity_Test,Sat2_CFPN_Test,Sat2_RFPN_Test
17B636,#20,103,101,60.10,1,1,1,7.8809e-06,1.4629e-06,2.1289e-06,4.2637e-06,2.53906e-08,0.0011448,1.5234e-06,2.168e-06,0.0011309,1.02734e-05,0.0264277,0.0154844,0.0038184,0.0024844,0.0046406,3.0334,-0.8027136,1.1933,2.3717,2.0929,1.6248,1.1546,1.3953,1.1924,16263.0,16254.0,16259.0,16405.0,16403.0,16404.0,148.25,60.25,141.5,99.75,1361.8,-2.5,18.0,0.0,21.75,0.0,1145.0,-6.5,5.75,-3.0,12.5,3.5,69.75,60.75,272.0,272.0,272.0,272.0,1.0,-2.4246,-2.7647,239904.0,8.6388,8.6388,8.6388,8.6388,1725.0,1724.0,1725.0,1725.0,0.9994203,1.0003,1.0003,0.0,1.0,0.0,-12.2183,5.2605,0.0,37.7985,37.5781,37.581,37.617,449.9596,454.407,455.098,446.8484,448.1226,453.4131,439.083,442.3752,438.844,47.2418,47.5872,47.7191,46.8904,47.0198,47.5271,46.3534,46.7447,46.2826,8.6138,8.6138,8.6138,8.6138,860.0,859.0,860.0,860.0,0.9988372,1.0006,1.0006,0.0,1.0,0.0,-8.4683,-3.6134,0.0,34.7439,34.8754,34.7769,34.4452,8.5203,8.5203,8.5236,8.5236,2552.0,2553.0,2553.0,2553.0,1.0004,1.0002,1.0002,0.0,1.0,0.0,-18.0278,-6.8151,0.0,39.3751,39.3696,39.1599,39.1969,269.0,268.0,1.0,1.0,1.0,2.0,269.0,268.0,1.0,0.0,1.0,1.0,124.0,124.0,123.0,124.0,160.0,0.0,76.552,82.7423,82.4824,82.7022,14.0,236457.0,3117.0,121.0,25.0,18.0,5.0,9.0,9.0,12.0,18.0,23.0,24.0,29.0,17.0,20.0,348.0,348.0,347.0,348.0,139.0,0.0,46.3645,49.2844,48.536,49.5056,13.0,405.0,405.0,404.0,405.0,167.0,0.0,75.4373,81.5103,80.9561,81.4998,14.0,457.0,458.0,457.0,458.0,188.0,0.0,89.7631,94.1287,93.1595,95.1597,15.0,3213.0,3213.0,3212.0,3211.0,43.4519,93.0,9.6548,16.6345,3207.0,3206.0,3206.0,3204.0,42.8494,90.0,9.4841,16.5714
17B636,#20,104,101,60.10,2,1,1,7.9199e-06,1.3789e-06,1.9258e-06,4.4063e-06,2.089844e-07,0.0011528,1.543e-06,2.2266e-06,0.0011387,1.03906e-05,0.0262383,0.0151875,0.0037617,0.0025,0.0047891,3.0296,-0.8386803,1.1865,2.3685,2.0674,1.6056,1.1424,1.3766,1.2327,16271.0,16272.0,16268.0,16415.0,16416.0,16414.0,148.25,61.75,141.5,82.5,1393.0,-3.75,19.75,0.0,21.0,0.0,1166.0,-3.75,4.25,-0.75,13.0,3.0,71.5,60.5,264.0,264.0,264.0,264.0,1.0,-1.9524,-2.2269,239904.0,8.8341,8.8341,8.8391,8.8442,1764.0,1765.0,1765.0,1766.0,1.0006,1.0003,1.0009,0.0,0.0,0.0,-14.5714,4.5504,0.0,37.6379,37.9388,37.7509,37.6163,481.0425,464.3376,463.8217,466.3112,465.1271,481.5742,459.5889,463.7454,459.854,49.3424,47.5802,47.4482,47.8487,47.6838,49.337,47.4105,47.7278,47.3826,8.7941,8.7941,8.8041,8.8141,878.0,879.0,879.0,880.0,1.0011,1.0006,1.0017,0.0,0.0,0.0,-8.7063,4.0462,0.0,34.4824,34.8677,34.4499,34.794,8.724,8.724,8.724,8.724,2613.0,2614.0,2613.0,2613.0,1.0004,0.9998087,0.9998087,0.0,0.0,0.0,-18.3135,-6.563,0.0,39.1822,39.2793,39.3383,39.3421,280.0,277.0,2.0,2.0,1.0,1.0,279.0,277.0,1.0,2.0,1.0,3.0,124.0,125.0,124.0,125.0,162.0,2.0,84.0641,79.2472,81.3663,81.7469,13.0,236198.0,3341.0,140.0,27.0,25.0,9.0,6.0,8.0,16.0,17.0,23.0,31.0,28.0,16.0,19.0,336.0,337.0,336.0,337.0,147.0,2.0,48.5271,48.4921,48.4881,48.2145,12.0,394.0,395.0,394.0,395.0,176.0,2.0,83.4486,78.0485,80.0945,80.6956,13.0,448.0,449.0,448.0,449.0,207.0,2.0,100.5039,91.2986,93.7007,96.6106,15.0,3284.0,3284.0,3282.0,3282.0,40.1187,66.0,10.1389,-20.5168,3275.0,3276.0,3273.0,3274.0,39.7687,63.0,-9.9802,-19.6723
17B636,#20,105,101,60.10,3,1,1,8.1582e-06,1.3926e-06,1.8984e-06,4.5547e-06,3.125e-07,0.0011431,1.4844e-06,2.0898e-06,0.0011289,1.05859e-05,0.0265918,0.0156328,0.0036855,0.0024902,0.0047832,3.0334,-0.8608858,1.2185,2.382,2.1242,1.6501,1.1735,1.4112,1.2523,16400.0,16393.0,16383.0,16533.0,16535.0,16529.0,146.0,62.0,139.5,100.25,1352.0,-5.5,18.75,0.0,23.75,0.0,1148.2,-5.5,5.5,-3.5,13.0,1.0,70.25,58.25,253.0,253.0,253.0,253.0,1.0,2.5952,-2.4748,239904.0,8.6639,8.6639,8.6639,8.6589,1730.0,1731.0,1730.0,1729.0,1.0006,0.9997111,0.9991332,0.0,2.0,2.0,-11.9921,-5.7479,0.0,37.8365,37.675,37.5663,37.885,441.458,440.4716,434.959,438.813,442.8203,434.8907,430.6111,441.5631,440.8233,46.2023,46.0584,45.585,45.9516,46.3084,45.3407,45.4912,46.4208,46.2807,8.6238,8.6238,8.6238,8.6238,861.0,861.0,861.0,861.0,1.0,1.0,1.0,0.0,1.0,3.0,-7.631,3.4958,0.0,34.565,34.8628,34.7388,34.6836,8.5437,8.5437,8.547,8.5437,2559.0,2559.0,2560.0,2559.0,1.0,1.0004,1.0,0.0,2.0,3.0,-17.4484,-5.9748,0.0,39.2825,39.1859,39.2977,39.3392,270.0,270.0,0.0,0.0,0.0,1.0,270.0,269.0,1.0,1.0,0.0,0.0,125.0,126.0,125.0,126.0,153.0,0.0,80.046,81.9392,70.3509,75.1204,6.0,236472.0,3112.0,116.0,14.0,14.0,17.0,15.0,13.0,15.0,13.0,24.0,25.0,25.0,12.0,17.0,310.0,311.0,310.0,310.0,128.0,0.0,48.1715,49.1936,43.1264,44.0249,7.0,365.0,365.0,365.0,366.0,172.0,0.0,79.4067,80.7535,69.4717,74.0058,9.0,416.0,417.0,416.0,417.0,192.0,0.0,94.6742,96.2018,83.3953,87.7273,8.0,3187.0,3187.0,3185.0,3185.0,47.4536,136.0,8.7143,-89.5672,3178.0,3179.0,3176.0,3176.0,46.8801,134.0,9.0476,-79.9916
17B636,#20,106,101,60.10,4,1,1,8.7695e-06,1.498e-06,2.1152e-06,4.9648e-06,1.914063e-07,0.0011295,1.4648e-06,2.1094e-06,0.0011152,1.07227e-05,0.0259531,0.0151016,0.0036367,0.0024922,0.0047227,3.0315,-0.8695803,1.1392,2.3427,1.9753,1.5332,1.0903,1.3124,1.1962,15744.0,15744.0,15737.0,15895.0,15889.0,15883.0,158.75,65.25,147.5,24.5,1460.3,-7.0,18.0,0.0,22.5,0.0,1202.7,-8.0,5.5,-3.0,16.5,0.75,69.0,57.5,258.0,258.0,258.0,258.0,1.0,1.9603,-3.0126,239904.0,9.3049,9.3049,9.3099,9.3099,1858.0,1858.0,1859.0,1859.0,1.0,1.0005,1.0005,0.0,0.0,0.0,-14.5397,5.9076,0.0,37.8691,37.8051,38.1422,37.7329,497.8455,511.742,505.9304,512.2245,507.1541,513.908,487.3611,500.0671,481.3591,48.5807,49.7757,49.7377,49.9098,49.3422,50.3445,47.8161,49.2686,47.6639,9.2648,9.2648,9.2748,9.2648,925.0,925.0,926.0,925.0,1.0,1.0011,1.0,0.0,0.0,0.0,-9.5952,-4.5294,0.0,34.8076,34.7454,34.9627,34.6796,9.2047,9.2047,9.2014,9.2047,2757.0,2759.0,2756.0,2757.0,1.0007,0.9992748,0.9996374,0.0,0.0,0.0,-18.0952,-6.7941,0.0,39.4067,39.6394,39.6362,39.6721,310.0,308.0,1.0,0.0,0.0,1.0,308.0,307.0,0.0,1.0,0.0,0.0,127.0,127.0,127.0,127.0,170.0,4.0,84.5389,81.8411,90.4711,88.0055,17.0,235455.0,4046.0,187.0,30.0,10.0,6.0,8.0,5.0,15.0,22.0,15.0,22.0,29.0,22.0,32.0,327.0,327.0,327.0,327.0,154.0,4.0,50.2009,49.0811,55.0887,51.877,14.0,386.0,387.0,386.0,386.0,175.0,4.0,82.7634,80.374,88.5173,86.6956,15.0,442.0,442.0,442.0,441.0,193.0,4.0,94.2046,93.8091,102.5366,99.397,16.0,3470.0,3470.0,3469.0,3468.0,47.3686,118.0,11.5595,16.7941,3459.0,3459.0,3458.0,3457.0,46.7767,114.0,11.6587,17.2437
17B636,#20,95,102,60.20,1,1,2,7.375e-06,1.3242e-06,1.9258e-06,4.1445e-06,-1.95313e-08,0.0011429,1.5039e-06,2.168e-06,0.0011289,1.02734e-05,0.0268496,0.0157656,0.0038496,0.0025195,0.0047148,3.0372,-0.8297355,1.2155,2.3873,2.1541,1.6654,1.175,1.4207,1.178,15445.0,15452.0,15452.0,15596.0,15603.0,15599.0,143.75,55.75,131.25,90.5,1295.0,-4.5,15.75,0.0,21.25,0.0,1094.8,-5.5,3.0,-1.5,13.5,2.75,69.0,61.25,239.0,239.0,239.0,239.0,1.0,28.2897,18.6849,239904.0,6.7658,6.7658,6.7658,6.7658,1351.0,1351.0,1351.0,1351.0,1.0,1.0,1.0,1.0,0.0,0.0,-12.3294,-3.5756,0.0,37.7015,37.8249,37.4948,37.6939,259.6878,270.7137,270.8289,270.6554,269.5982,269.1356,265.4417,258.4884,267.0753,35.9576,36.4315,36.1557,36.6124,36.0892,35.8767,35.8932,34.7987,35.7615,6.7007,6.7007,6.6907,6.7007,669.0,668.0,668.0,669.0,0.9985052,0.9992521,1.0007,21.0,0.0,0.0,-8.9881,5.0672,0.0,34.5076,34.3207,34.2585,34.1151,6.7308,6.7308,6.7341,6.7341,2016.0,2017.0,2017.0,2017.0,1.0005,1.0002,1.0002,0.0,22.0,0.0,-16.4563,-5.5084,0.0,39.3422,39.4308,39.3232,39.383,155.0,155.0,0.0,0.0,0.0,0.0,155.0,156.0,0.0,0.0,0.0,-1.0,96.0,96.0,96.0,97.0,157.0,4.0,60.8856,71.1753,89.5918,84.1652,61.0,235949.0,3658.0,75.0,24.0,21.0,18.0,10.0,11.0,29.0,38.0,22.0,12.0,7.0,1.0,29.0,277.0,277.0,277.0,277.0,127.0,0.0,48.0468,56.7037,71.3161,65.6638,60.0,322.0,322.0,322.0,322.0,173.0,4.0,60.0841,69.9364,87.7537,82.7048,60.0,365.0,365.0,365.0,365.0,195.0,8.0,70.8875,80.5982,101.2197,96.2065,63.0,2923.0,2923.0,2924.0,2922.0,52.0423,110.0,-22.1746,-18.7101,2922.0,2922.0,2923.0,2922.0,51.9607,109.0,-21.5873,-18.2815
17B636,#20,96,102,60.20,2,1,1,8.1875e-06,1.5684e-06,2.0313e-06,4.3418e-06,2.460938e-07,0.001151,1.6016e-06,2.3047e-06,0.0011367,1.0332e-05,0.0276914,0.0165,0.0037676,0.0025332,0.0048906,3.0353,-0.854318,1.3092,2.4181,2.2745,1.7836,1.2648,1.5249,1.1853,15875.0,15870.0,15864.0,16016.0,16012.0,16007.0,132.75,54.0,123.0,95.75,1236.8,-4.5,17.0,0.0,20.75,0.0,1041.5,-5.5,5.5,-3.5,13.25,2.5,68.25,61.25,259.0,260.0,259.0,260.0,1.0039,2.0317,-2.5336,239904.0,7.9527,7.9527,7.9527,7.9527,1588.0,1588.0,1588.0,1588.0,1.0,1.0,1.0,0.0,0.0,0.0,-11.127,3.7059,0.0,37.7092,37.692,37.7243,37.8497,379.1712,368.24,373.6953,372.9777,377.0077,365.0137,365.9298,369.6044,370.8861,43.598,42.0689,42.5222,42.771,42.9417,41.5249,42.2961,42.3592,42.4704,7.9227,7.9227,7.9327,7.9227,791.0,792.0,792.0,791.0,1.0013,1.0006,0.9993683,0.0,0.0,0.0,-8.7976,2.7731,0.0,34.7716,34.9016,34.7874,34.7852,7.8693,7.8693,7.8693,7.8659,2357.0,2357.0,2357.0,2356.0,1.0,1.0,0.9995757,0.0,0.0,0.0,-14.5992,7.4244,0.0,39.7382,39.3225,39.4626,39.6765,234.0,233.0,0.0,0.0,0.0,0.0,234.0,232.0,2.0,1.0,1.0,1.0,124.0,124.0,124.0,124.0,143.0,0.0,64.8065,72.5432,68.9199,80.6,7.0,237125.0,2499.0,86.0,24.0,12.0,12.0,6.0,7.0,18.0,20.0,35.0,22.0,20.0,7.0,11.0,319.0,320.0,319.0,320.0,125.0,0.0,37.7259,44.3799,39.075,46.009,8.0,371.0,372.0,371.0,372.0,157.0,0.0,64.063,71.8309,68.6261,79.1089,8.0,420.0,421.0,420.0,420.0,172.0,0.0,80.1643,88.8665,83.9979,97.3882,8.0,2957.0,2955.0,2955.0,2954.0,36.2162,79.0,-7.9921,16.8529,2948.0,2947.0,2947.0,2945.0,35.9271,77.0,-8.3095,17.1429
17B636,#20,97,102,60.20,3,1,1,7.9961e-06,1.498e-06,1.9766e-06,4.3711e-06,1.503906e-07,0.0011489,1.5625e-06,2.1484e-06,0.0011348,1.04492e-05,0.0275508,0.0163828,0.0037559,0.0025234,0.0048887,3.0353,-0.8552562,1.2436,2.3979,2.1948,1.7015,1.2043,1.4442,1.2795,16380.0,16381.0,16371.0,16513.0,16506.0,16512.0,133.75,57.25,129.25,95.0,1286.0,-2.75,17.5,0.0,19.75,0.0,1078.3,-7.25,5.0,-2.25,14.5,2.25,69.0,60.75,229.0,229.0,229.0,229.0,1.0,2.8095,2.2941,239904.0,8.3433,8.3433,8.3433,8.3383,1666.0,1665.0,1666.0,1665.0,0.9993998,1.0003,0.9996998,0.0,0.0,0.0,-14.1548,4.7395,0.0,37.7271,37.8464,38.0557,37.9784,413.887,403.2278,414.1023,415.2659,409.7923,409.7936,412.5957,400.144,413.7816,44.7821,43.6229,44.8733,45.0086,44.5194,44.2608,44.9651,43.571,44.8479,8.3133,8.3133,8.3133,8.3133,830.0,831.0,830.0,830.0,1.0012,0.9993979,0.9993979,0.0,0.0,0.0,-8.1706,3.1639,0.0,34.744,34.8554,34.8478,34.88,8.2399,8.2399,8.2365,8.2399,2468.0,2468.0,2467.0,2468.0,1.0,0.9995948,1.0,0.0,0.0,0.0,-18.5794,-5.7269,0.0,39.4115,39.5603,39.6303,39.4208,256.0,256.0,0.0,2.0,0.0,1.0,257.0,255.0,1.0,1.0,2.0,1.0,126.0,127.0,127.0,127.0,150.0,2.0,81.5664,67.8821,78.7595,66.3309,12.0,236331.0,3254.0,112.0,27.0,17.0,8.0,12.0,10.0,19.0,21.0,22.0,24.0,27.0,9.0,11.0,266.0,266.0,266.0,266.0,123.0,0.0,47.1796,39.3005,47.2525,43.0588,11.0,320.0,321.0,320.0,321.0,161.0,2.0,81.034,67.3841,78.4316,65.6829,12.0,371.0,372.0,372.0,372.0,178.0,2.0,98.0094,84.6093,94.8668,80.3256,14.0,3103.0,3104.0,3102.0,3102.0,38.2344,71.0,8.8016,-18.2605,3095.0,3095.0,3093.0,3093.0,37.9133,69.0,8.2817,-18.4916
17B636,#20,98,102,60.20,4,1,2,7.8926e-06,1.6055e-06,2.2324e-06,3.9199e-06,1.347656e-07,0.0011534,1.6406e-06,2.2266e-06,0.0011387,1.08594e-05,0.0270449,0.0159297,0.0038262,0.0025137,0.0047754,3.0309,-0.894413,1.2495,2.3963,2.1952,1.7022,1.2035,1.4688,1.2546,17753.0,17744.0,17739.0,17894.0,17894.0,17892.0,140.25,57.5,141.0,75.75,1268.0,-4.5,17.75,0.0,21.5,0.0,1069.5,-4.0,5.5,-2.75,12.0,3.75,68.0,58.75,307.0,307.0,307.0,308.0,1.0,26.7817,30.8067,239904.0,6.7258,6.7258,6.7258,6.7258,1343.0,1344.0,1343.0,1343.0,1.0007,0.9996278,0.9996278,3.0,1.0,0.0,-11.7421,-4.6975,0.0,37.0351,36.9621,37.045,37.1345,258.1523,267.0296,262.2691,258.6963,267.5583,253.9711,268.2798,261.5768,262.9189,34.6098,35.7811,35.2418,34.795,36.0197,34.2033,35.9248,35.1388,35.2982,6.6306,6.6306,6.6506,6.6406,662.0,663.0,664.0,663.0,1.0015,1.0023,1.0008,68.0,0.0,4.0,-9.4087,6.2185,0.0,33.0761,32.8807,29.9594,33.0061,6.6974,6.6974,6.694,6.6974,2006.0,2006.0,2005.0,2006.0,1.0,0.9995015,1.0,0.0,79.0,2.0,-13.9325,-10.0042,0.0,37.211,37.1544,35.8003,38.1176,149.0,147.0,1.0,1.0,2.0,2.0,148.0,148.0,0.0,0.0,0.0,0.0,81.0,81.0,81.0,82.0,173.0,2.0,92.3508,97.8308,103.053,98.3529,64.0,226030.0,13110.0,495.0,50.0,28.0,13.0,10.0,14.0,33.0,48.0,15.0,4.0,6.0,3.0,45.0,417.0,418.0,417.0,418.0,169.0,2.0,81.5017,87.0495,89.3401,86.373,61.0,462.0,462.0,462.0,463.0,203.0,2.0,90.6484,95.1178,100.0854,95.1743,62.0,505.0,506.0,505.0,506.0,232.0,12.0,98.4551,102.9731,108.704,103.2611,63.0,2864.0,2864.0,2864.0,2864.0,60.2891,101.0,-20.4087,-30.0042,2864.0,2865.0,2865.0,2864.0,60.2783,100.0,-20.4167,-30.1134
17B636,#20,99,102,60.20,5,1,1,8.6289e-06,2.2031e-06,2.0527e-06,4.1309e-06,2.421875e-07,0.0011766,1.9531e-06,1.9336e-06,0.0011621,1.06055e-05,0.0266055,0.0153594,0.0037891,0.0025332,0.0049238,3.03,-0.8879077,1.2049,2.3833,2.1212,1.6429,1.1624,1.399,1.2379,15978.0,15978.0,15974.0,16116.0,16114.0,16114.0,137.75,58.25,138.25,94.0,1329.5,-6.25,17.5,0.0,22.25,0.0,1086.5,-3.75,5.0,-3.25,12.25,3.5,70.0,58.75,266.0,267.0,266.0,267.0,1.0038,2.0397,-5.2395,239904.0,8.5737,8.5737,8.5737,8.5687,1712.0,1711.0,1712.0,1711.0,0.9994159,1.0003,0.9997079,0.0,0.0,0.0,-13.6905,-4.6975,0.0,37.8488,37.8835,37.8654,37.8761,449.3795,438.0862,431.4124,434.4371,435.6794,432.534,426.0946,435.4641,427.4608,47.435,46.2382,45.4866,45.7761,46.0597,45.6074,45.132,46.1764,45.3376,8.5537,8.5537,8.5537,8.5537,854.0,854.0,854.0,854.0,1.0,1.0,1.0,0.0,0.0,0.0,-8.123,3.4454,0.0,34.7516,34.7662,34.9506,34.9719,8.4569,8.4569,8.4535,8.4502,2533.0,2532.0,2532.0,2531.0,0.9996052,0.9998026,0.9994077,0.0,0.0,0.0,-18.373,-6.0714,0.0,39.1208,39.3395,39.6006,39.6014,271.0,272.0,0.0,-1.0,0.0,0.0,273.0,271.0,1.0,2.0,1.0,1.0,127.0,128.0,127.0,128.0,164.0,0.0,76.2467,87.2103,71.7565,82.4067,14.0,235909.0,3658.0,123.0,14.0,19.0,14.0,7.0,8.0,22.0,19.0,25.0,25.0,32.0,13.0,16.0,345.0,345.0,345.0,345.0,149.0,0.0,44.8501,52.96,42.7546,49.0603,13.0,401.0,401.0,401.0,401.0,181.0,0.0,75.6578,85.7834,71.0722,81.147,13.0,453.0,453.0,453.0,453.0,200.0,0.0,89.9455,101.9668,85.3887,96.1978,11.0,3185.0,3186.0,3184.0,3184.0,41.0591,91.0,8.4881,-14.4118,3177.0,3178.0,3176.0,3176.0,40.6615,89.0,-8.5952,-14.563
17B636,#20,100,102,60.20,6,1,1,7.6211e-06,1.4902e-06,2.041e-06,3.8945e-06,1.953125e-07,0.001162,1.3086e-06,2.1289e-06,0.0011484,1.01563e-05,0.025332,0.0142422,0.0037168,0.0025391,0.004834,3.035,-0.8444975,1.1341,2.3553,1.9984,1.5436,1.0883,1.3153,1.1676,14891.0,14898.0,14891.0,15035.0,15021.0,15019.0,145.25,64.0,141.5,85.0,1409.0,-4.75,18.5,0.0,23.25,0.0,1181.8,-2.75,6.75,-5.25,13.5,2.25,68.5,57.25,234.0,234.0,234.0,234.0,1.0,-2.0952,-3.3992,239904.0,9.0244,9.0244,9.0244,9.0244,1802.0,1801.0,1802.0,1802.0,0.9994451,1.0003,1.0003,0.0,0.0,0.0,-15.4802,5.4034,0.0,37.6504,37.9022,37.8994,37.9277,484.6814,490.5262,473.4316,502.0034,489.5031,488.8157,477.124,488.9857,478.727,48.4091,49.0988,47.4975,50.131,49.1258,49.1213,47.9841,49.198,48.3272,9.0044,9.0044,9.0044,9.0044,899.0,900.0,899.0,899.0,1.0011,0.9994442,0.9994442,0.0,0.0,0.0,-7.7222,4.2101,0.0,34.6145,34.881,34.6933,34.7149,8.8976,8.8976,8.9009,8.9009,2665.0,2666.0,2666.0,2666.0,1.0004,1.0002,1.0002,0.0,0.0,0.0,-20.0238,6.4538,0.0,39.3551,39.4171,38.9768,39.3902,294.0,293.0,1.0,2.0,1.0,1.0,295.0,293.0,1.0,0.0,1.0,0.0,127.0,127.0,126.0,127.0,168.0,2.0,78.5522,80.2271,86.2293,81.2296,19.0,235311.0,4190.0,171.0,32.0,17.0,10.0,21.0,8.0,16.0,18.0,18.0,28.0,28.0,13.0,23.0,276.0,276.0,275.0,276.0,133.0,2.0,47.0355,48.6291,50.6269,48.3257,19.0,335.0,335.0,335.0,335.0,179.0,2.0,78.2522,79.202,85.6793,80.042,19.0,390.0,390.0,390.0,390.0,204.0,2.0,92.2569,94.0423,101.8243,94.0367,18.0,3374.0,3375.0,3373.0,3373.0,45.1064,103.0,-9.1349,13.9832,3365.0,3366.0,3364.0,3364.0,44.4773,101.0,9.1865,14.7059
